name,owner,stargazerCount,created_at,time_since_created_at_in_seconds,pull_requests_accepted,releases_count,last_updated,current_date,time_since_last_update_in_seconds,primary_language,primary_language_mapping,total_issues,closed_issues,closed_issues_ratio
textual,Textualize,24899,2021-04-08T15:24:47Z,107338600.836757,1811,139,2024-09-01T15:08:25Z,2024-09-01 23:41:27.836757+00:00,30782.836757,Python,1.0,1853,1744,0.9411764705882353
SmartRefreshLayout,scwang90,24871,2017-06-02T09:52:50Z,228836917.836757,12,12,2024-09-01T14:51:20Z,2024-09-01 23:41:27.836757+00:00,31807.836757,Java,7.0,1543,1211,0.7848347375243033
setup-ipsec-vpn,hwdsl2,24856,2016-01-07T16:44:12Z,273049035.836757,44,0,2024-09-01T20:20:44Z,2024-09-01 23:41:27.836757+00:00,12043.836757,Shell,5.0,1443,1442,0.9993069993069993
k6,grafana,24835,2016-03-21T15:30:24Z,266659863.836757,1736,62,2024-09-01T21:55:22Z,2024-09-01 23:41:27.836757+00:00,6365.836757,Go,8.0,1801,1445,0.8023320377568017
nsq,nsqio,24833,2012-05-12T14:37:08Z,388400659.836757,673,31,2024-09-01T19:49:13Z,2024-09-01 23:41:27.836757+00:00,13934.836757,Go,8.0,653,601,0.9203675344563553
eslint,eslint,24815,2013-06-29T23:59:48Z,352683699.836757,6126,328,2024-09-01T19:30:41Z,2024-09-01 23:41:27.836757+00:00,15046.836757,JavaScript,2.0,10240,10155,0.99169921875
go,datasciencemasters,24811,2013-08-14T08:33:55Z,348764852.836757,48,0,2024-09-01T21:20:40Z,2024-09-01 23:41:27.836757+00:00,8447.836757,,,56,47,0.8392857142857143
nylas-mail,nylas,24804,2014-10-16T18:29:12Z,311749935.836757,139,53,2024-09-01T21:17:50Z,2024-09-01 23:41:27.836757+00:00,8617.836757,JavaScript,2.0,3422,2444,0.7142022209234365
feather,feathericons,24792,2014-05-28T19:49:55Z,323927492.836757,113,53,2024-09-01T10:31:39Z,2024-09-01 23:41:27.836757+00:00,47388.836757,JavaScript,2.0,634,247,0.38958990536277605
pipenv,pypa,24788,2017-01-20T00:44:02Z,240361045.836757,1533,102,2024-09-01T20:10:32Z,2024-09-01 23:41:27.836757+00:00,12655.836757,Python,1.0,4224,3963,0.9382102272727273
table,TanStack,24784,2016-10-20T17:25:08Z,248249779.836757,919,263,2024-09-01T20:23:19Z,2024-09-01 23:41:27.836757+00:00,11888.836757,TypeScript,0.0,2414,2259,0.9357912178956089
awesome-vscode,viatsko,24776,2016-02-07T23:02:45Z,270347922.836757,243,0,2024-09-01T14:36:06Z,2024-09-01 23:41:27.836757+00:00,32721.836757,JavaScript,2.0,49,26,0.5306122448979592
TrackersListCollection,XIU2,24755,2019-10-03T15:55:07Z,155115980.836757,5,0,2024-09-01T17:07:48Z,2024-09-01 23:41:27.836757+00:00,23619.836757,,,0,0,
vscodium,VSCodium,24743,2018-08-13T14:26:58Z,191063669.836757,435,191,2024-09-01T22:31:36Z,2024-09-01 23:41:27.836757+00:00,4191.836757,Shell,5.0,1264,1161,0.9185126582278481
rust-course,sunface,24731,2018-08-07T05:01:21Z,191616006.836757,710,0,2024-09-01T16:53:55Z,2024-09-01 23:41:27.836757+00:00,24452.836757,Rust,13.0,192,139,0.7239583333333334
react-admin,marmelab,24715,2016-07-13T07:58:54Z,256837353.836757,4762,358,2024-09-01T21:31:18Z,2024-09-01 23:41:27.836757+00:00,7809.836757,TypeScript,0.0,4514,4447,0.9851572884359769
bruno,usebruno,24710,2022-09-27T20:51:45Z,60922182.836757,625,103,2024-09-01T23:46:59Z,2024-09-01 23:41:27.836757+00:00,-331.163243,JavaScript,2.0,1792,893,0.49832589285714285
micro,zyedidia,24704,2016-03-11T02:06:28Z,267572099.836757,744,37,2024-09-01T22:37:14Z,2024-09-01 23:41:27.836757+00:00,3853.836757,Go,8.0,2261,1468,0.6492702344095533
awesome-actions,sdras,24701,2018-10-17T17:53:45Z,185435262.836757,445,0,2024-09-01T20:51:46Z,2024-09-01 23:41:27.836757+00:00,10181.836757,,,41,26,0.6341463414634146
create-t3-app,t3-oss,24700,2022-05-24T13:31:01Z,71835026.836757,1065,133,2024-09-01T20:25:11Z,2024-09-01 23:41:27.836757+00:00,11776.836757,TypeScript,0.0,662,624,0.9425981873111783
openzeppelin-contracts,OpenZeppelin,24698,2016-08-01T20:54:54Z,255149193.836757,2164,88,2024-09-01T19:57:56Z,2024-09-01 23:41:27.836757+00:00,13411.836757,JavaScript,2.0,1902,1699,0.8932702418506835
localForage,localForage,24693,2013-10-31T00:10:06Z,342055881.836757,269,26,2024-09-01T20:37:53Z,2024-09-01 23:41:27.836757+00:00,11014.836757,JavaScript,2.0,716,505,0.7053072625698324
awesome-swift,matteocrippa,24684,2014-07-10T14:04:09Z,320233038.836757,1436,0,2024-09-01T21:17:37Z,2024-09-01 23:41:27.836757+00:00,8630.836757,Ruby,26.0,132,131,0.9924242424242424
Telegram,DrKLO,24662,2013-10-25T14:08:10Z,342523997.836757,20,93,2024-09-01T23:10:05Z,2024-09-01 23:41:27.836757+00:00,1882.836757,Java,7.0,0,0,
EventBus,greenrobot,24660,2012-07-16T16:55:40Z,382776347.836757,31,7,2024-09-01T17:37:27Z,2024-09-01 23:41:27.836757+00:00,21840.836757,Java,7.0,582,484,0.8316151202749141
CasaOS,IceWhaleTech,24637,2021-09-26T02:33:09Z,92610498.836757,255,92,2024-09-01T22:47:57Z,2024-09-01 23:41:27.836757+00:00,3210.836757,Go,8.0,1303,811,0.6224098234842671
docker_practice,yeasy,24636,2014-09-05T04:06:39Z,315344088.836757,261,15,2024-09-01T15:47:10Z,2024-09-01 23:41:27.836757+00:00,28457.836757,Go,8.0,211,207,0.981042654028436
idiomatic.js,rwaldron,24605,2011-05-25T17:48:59Z,418888348.836757,114,0,2024-09-01T21:42:19Z,2024-09-01 23:41:27.836757+00:00,7148.836757,,,83,48,0.5783132530120482
devtools,vuejs,24596,2014-09-29T03:52:07Z,313271360.836757,284,89,2024-09-01T18:34:16Z,2024-09-01 23:41:27.836757+00:00,18431.836757,TypeScript,0.0,1599,1135,0.7098186366479049
iTerm2-Color-Schemes,mbadolato,24591,2011-04-01T04:01:46Z,423603581.836757,303,0,2024-09-01T21:17:32Z,2024-09-01 23:41:27.836757+00:00,8635.836757,Shell,5.0,108,85,0.7870370370370371
awesome-datascience,academic,24559,2014-07-05T07:07:43Z,320690024.836757,348,10,2024-09-01T19:07:27Z,2024-09-01 23:41:27.836757+00:00,16440.836757,,,54,54,1.0
envoy,envoyproxy,24552,2016-08-08T15:07:24Z,254565243.836757,19851,171,2024-09-01T18:03:53Z,2024-09-01 23:41:27.836757+00:00,20254.836757,C++,3.0,11530,9997,0.8670424978317433
eShopOnContainers,dotnet-architecture,24547,2016-10-05T22:35:23Z,249527164.836757,538,11,2024-09-01T21:11:03Z,2024-09-01 23:41:27.836757+00:00,9024.836757,C#,11.0,1254,1208,0.9633173843700159
autocomplete,withfig,24515,2020-09-29T02:21:06Z,123888021.836757,1516,1000,2024-09-01T19:36:54Z,2024-09-01 23:41:27.836757+00:00,14673.836757,TypeScript,0.0,516,379,0.7344961240310077
Mask_RCNN,matterport,24507,2017-10-19T20:28:34Z,216789173.836757,65,3,2024-09-01T23:09:33Z,2024-09-01 23:41:27.836757+00:00,1914.836757,Python,1.0,2752,852,0.30959302325581395
logrus,sirupsen,24492,2013-10-16T19:08:55Z,343283552.836757,404,19,2024-09-01T15:18:52Z,2024-09-01 23:41:27.836757+00:00,30155.836757,Go,8.0,691,687,0.9942112879884226
locust,locustio,24489,2011-02-17T11:08:03Z,427293204.836757,884,123,2024-09-01T22:40:10Z,2024-09-01 23:41:27.836757+00:00,3677.836757,Python,1.0,1657,1642,0.9909474954737477
flameshot,flameshot-org,24463,2017-05-10T19:44:51Z,230788596.836757,821,25,2024-09-01T22:50:52Z,2024-09-01 23:41:27.836757+00:00,3035.836757,C++,3.0,2473,1834,0.741609381318237
CLIP,openai,24451,2020-12-16T11:24:42Z,117116205.836757,28,0,2024-09-01T13:46:05Z,2024-09-01 23:41:27.836757+00:00,35722.836757,Jupyter Notebook,15.0,392,187,0.4770408163265306
fyne,fyne-io,24421,2018-02-04T22:07:16Z,207452051.836757,1715,46,2024-09-01T21:13:04Z,2024-09-01 23:41:27.836757+00:00,8903.836757,Go,8.0,2786,2139,0.7677674084709261
stats,exelban,24419,2019-05-29T19:24:56Z,166076191.836757,370,260,2024-09-01T19:37:27Z,2024-09-01 23:41:27.836757+00:00,14640.836757,Swift,29.0,1667,1655,0.9928014397120576
medusa,medusajs,24392,2020-01-18T13:39:04Z,145879343.836757,5114,83,2024-09-01T22:19:17Z,2024-09-01 23:41:27.836757+00:00,4930.836757,TypeScript,0.0,1997,1704,0.8532799198798198
puter,HeyPuter,24384,2024-03-03T01:44:32Z,15803815.836757,288,6,2024-09-01T23:10:57Z,2024-09-01 23:41:27.836757+00:00,1830.836757,JavaScript,2.0,372,257,0.6908602150537635
vnpy,vnpy,24365,2015-03-02T03:36:58Z,299966669.836757,1035,60,2024-09-01T21:32:27Z,2024-09-01 23:41:27.836757+00:00,7740.836757,Python,1.0,2054,2047,0.9965920155793574
AdGuardHome,AdguardTeam,24364,2016-07-06T10:31:47Z,257432980.836757,118,184,2024-09-01T23:14:55Z,2024-09-01 23:41:27.836757+00:00,1592.836757,Go,8.0,5352,4453,0.8320254110612855
celery,celery,24360,2009-04-24T11:31:24Z,484661403.836757,2393,50,2024-09-01T18:29:29Z,2024-09-01 23:41:27.836757+00:00,18718.836757,Python,1.0,5070,4421,0.8719921104536489
awesome-sysadmin,awesome-foss,24357,2014-12-23T08:41:22Z,305910005.836757,317,0,2024-09-01T20:28:14Z,2024-09-01 23:41:27.836757+00:00,11593.836757,,,98,86,0.8775510204081632
data-engineering-zoomcamp,DataTalksClub,24352,2021-10-21T09:32:50Z,90425317.836757,292,0,2024-09-01T22:59:51Z,2024-09-01 23:41:27.836757+00:00,2496.836757,Jupyter Notebook,15.0,125,123,0.984
Umi-OCR,hiroi-sora,24331,2022-03-28T04:01:46Z,76793981.836757,40,30,2024-09-01T23:12:54Z,2024-09-01 23:41:27.836757+00:00,1713.836757,Python,1.0,535,437,0.8168224299065421
core-js,zloirock,24324,2013-07-17T16:32:27Z,351155340.836757,258,243,2024-09-01T17:55:19Z,2024-09-01 23:41:27.836757+00:00,20768.836757,JavaScript,2.0,942,911,0.9670912951167728
wttr.in,chubin,24317,2015-12-26T21:03:43Z,274070264.836757,271,0,2024-09-01T21:12:08Z,2024-09-01 23:41:27.836757+00:00,8959.836757,Python,1.0,660,361,0.546969696969697
RxSwift,ReactiveX,24309,2015-04-07T21:25:17Z,296792170.836757,792,74,2024-09-01T21:22:53Z,2024-09-01 23:41:27.836757+00:00,8314.836757,Swift,29.0,1253,1236,0.9864325618515563
Wox,Wox-launcher,24295,2013-12-19T15:49:32Z,337765915.836757,308,39,2024-09-01T12:19:50Z,2024-09-01 23:41:27.836757+00:00,40897.836757,Go,8.0,3552,3387,0.9535472972972973
components,angular,24292,2016-01-04T18:50:02Z,273300685.836757,12031,498,2024-09-01T23:11:24Z,2024-09-01 23:41:27.836757+00:00,1803.836757,TypeScript,0.0,15151,13217,0.8723516599564385
pkg,vercel,24276,2016-08-08T19:41:59Z,254548768.836757,176,41,2024-09-01T13:56:00Z,2024-09-01 23:41:27.836757+00:00,35127.836757,JavaScript,2.0,1428,1428,1.0
coc.nvim,neoclide,24275,2018-05-01T22:39:02Z,200019745.836757,827,82,2024-09-01T21:17:52Z,2024-09-01 23:41:27.836757+00:00,8615.836757,TypeScript,0.0,3378,3349,0.9914150384843102
BaseRecyclerViewAdapterHelper,CymChad,24270,2016-04-10T07:40:11Z,264960076.836757,191,209,2024-09-01T21:27:05Z,2024-09-01 23:41:27.836757+00:00,8062.836757,Kotlin,27.0,3581,3186,0.8896956157497906
vapor,vapor,24258,2016-01-18T22:37:52Z,272077415.836757,1218,561,2024-09-01T20:45:51Z,2024-09-01 23:41:27.836757+00:00,10536.836757,Swift,29.0,1653,1567,0.9479733817301875
wiki,requarks,24248,2016-08-16T19:35:26Z,253857961.836757,370,119,2024-09-01T21:30:53Z,2024-09-01 23:41:27.836757+00:00,7834.836757,Vue,16.0,2478,2419,0.9761904761904762
nanoid,ai,24245,2017-08-05T05:24:35Z,223323412.836757,188,3,2024-09-01T23:17:39Z,2024-09-01 23:41:27.836757+00:00,1428.836757,JavaScript,2.0,238,232,0.9747899159663865
