name,owner,stargazerCount,created_at,time_since_created_at_in_seconds,pull_requests_accepted,releases_count,last_updated,current_date,time_since_last_update_in_seconds,primary_language,primary_language_mapping,total_issues,closed_issues,closed_issues_ratio
v2rayN,2dust,66434,2019-07-30T03:47:24Z,160775643.836757,139,186,2024-09-01T21:10:50Z,2024-09-01 23:41:27.836757+00:00,9037.836757,C#,11.0,4610,4591,0.9958785249457701
cs-video-courses,Developer-Y,66351,2016-10-21T17:02:11Z,248164756.836757,150,0,2024-09-01T20:47:54Z,2024-09-01 23:41:27.836757+00:00,10413.836757,,,138,138,1.0
HowToCook,Anduin2017,66230,2020-02-29T10:43:49Z,142261058.836757,503,3,2024-09-01T19:44:54Z,2024-09-01 23:41:27.836757+00:00,14193.836757,Dockerfile,12.0,661,294,0.44478063540090773
redis,redis,66151,2009-03-21T22:32:25Z,487559342.836757,3810,69,2024-09-01T23:28:56Z,2024-09-01 23:41:27.836757+00:00,751.836757,C,4.0,6519,4495,0.6895229329651787
devops-exercises,bregman-arie,65662,2019-10-03T17:31:21Z,155110206.836757,278,0,2024-09-01T22:51:55Z,2024-09-01 23:41:27.836757+00:00,2972.836757,Python,1.0,87,58,0.6666666666666666
playwright,microsoft,65276,2019-11-15T18:32:42Z,151391325.836757,12982,131,2024-09-01T21:57:10Z,2024-09-01 23:41:27.836757+00:00,6257.836757,TypeScript,0.0,14095,13466,0.955374246186591
awesome-machine-learning,josephmisiti,65244,2014-07-15T19:11:19Z,319782608.836757,836,0,2024-09-01T19:51:19Z,2024-09-01 23:41:27.836757+00:00,13808.836757,Python,1.0,88,87,0.9886363636363636
protobuf,protocolbuffers,65054,2014-08-26T15:52:15Z,316165752.836757,5805,166,2024-09-01T21:33:41Z,2024-09-01 23:41:27.836757+00:00,7666.836757,C++,3.0,6249,5999,0.9599935989758361
express,expressjs,64711,2009-06-26T18:56:01Z,479191526.836757,331,153,2024-09-01T21:03:14Z,2024-09-01 23:41:27.836757+00:00,9493.836757,JavaScript,2.0,3850,3743,0.9722077922077922
webpack,webpack,64523,2012-03-10T10:08:14Z,393859993.836757,4714,415,2024-09-01T23:13:08Z,2024-09-01 23:41:27.836757+00:00,1699.836757,JavaScript,2.0,9887,9738,0.9849297056741175
llama.cpp,ggerganov,64328,2023-03-10T18:58:00Z,46759407.836757,3131,1000,2024-09-01T22:31:11Z,2024-09-01 23:41:27.836757+00:00,4216.836757,C++,3.0,3670,3361,0.9158038147138965
Chart.js,chartjs,64301,2013-03-17T23:56:36Z,361669491.836757,2958,110,2024-09-01T23:16:18Z,2024-09-01 23:41:27.836757+00:00,1509.836757,JavaScript,2.0,7145,6751,0.9448565430370889
awesome-react,enaqx,64215,2014-08-06T05:31:44Z,317930983.836757,777,0,2024-09-01T23:37:34Z,2024-09-01 23:41:27.836757+00:00,233.836757,,,106,103,0.9716981132075472
gpt_academic,binary-husky,63571,2023-03-20T09:05:13Z,45930974.836757,192,30,2024-09-01T21:36:27Z,2024-09-01 23:41:27.836757+00:00,7500.836757,Python,1.0,1560,1246,0.7987179487179488
hoppscotch,hoppscotch,63560,2019-08-21T13:15:24Z,158840763.836757,1519,49,2024-09-01T22:35:39Z,2024-09-01 23:41:27.836757+00:00,3948.836757,TypeScript,0.0,1569,1193,0.7603569152326323
grafana,grafana,63559,2013-12-11T15:59:56Z,338456491.836757,45773,447,2024-09-01T23:25:39Z,2024-09-01 23:41:27.836757+00:00,948.836757,TypeScript,0.0,37028,33093,0.8937290698930539
fzf,junegunn,63499,2013-10-23T16:04:23Z,342689824.836757,507,50,2024-09-01T22:50:00Z,2024-09-01 23:41:27.836757+00:00,3087.836757,Go,8.0,2750,2516,0.9149090909090909
syncthing,syncthing,63483,2013-11-26T09:48:21Z,339774786.836757,2528,379,2024-09-01T23:11:00Z,2024-09-01 23:41:27.836757+00:00,1827.836757,Go,8.0,5461,5106,0.9349935909174144
interviews,kdn251,63256,2017-02-14T18:19:25Z,238137722.836757,42,0,2024-09-01T23:31:10Z,2024-09-01 23:41:27.836757+00:00,617.836757,Java,7.0,53,23,0.4339622641509434
33-js-concepts,leonardomso,62973,2018-09-04T13:27:04Z,189166463.836757,238,0,2024-09-01T10:50:35Z,2024-09-01 23:41:27.836757+00:00,46252.836757,JavaScript,2.0,86,78,0.9069767441860465
sway,FuelLabs,62818,2021-01-19T20:54:33Z,114144414.836757,3049,147,2024-09-01T17:18:06Z,2024-09-01 23:41:27.836757+00:00,23001.836757,Rust,13.0,2988,2214,0.7409638554216867
system-design-101,ByteByteGoHq,62624,2023-09-18T20:52:03Z,30163764.836757,21,0,2024-09-01T21:26:12Z,2024-09-01 23:41:27.836757+00:00,8115.836757,,,46,15,0.32608695652173914
strapi,strapi,62572,2015-09-30T15:34:48Z,281606799.836757,8258,387,2024-09-01T21:52:40Z,2024-09-01 23:41:27.836757+00:00,6527.836757,TypeScript,0.0,9530,8842,0.927806925498426
ansible,ansible,62233,2012-03-06T14:58:02Z,394188205.836757,38282,99,2024-09-01T22:54:15Z,2024-09-01 23:41:27.836757+00:00,2832.836757,Python,1.0,32441,31917,0.9838476002589316
javascript-questions,lydiahallie,62105,2019-06-12T08:26:27Z,164906100.836757,328,0,2024-09-01T22:44:35Z,2024-09-01 23:41:27.836757+00:00,3412.836757,,,240,231,0.9625
cpython,python,62064,2017-02-10T19:23:51Z,238479456.836757,44528,0,2024-09-01T23:02:54Z,2024-09-01 23:41:27.836757+00:00,2313.836757,Python,1.0,68982,61795,0.8958134005972572
the-algorithm,twitter,61990,2023-03-27T14:57:57Z,45305010.836757,2,0,2024-09-01T19:40:36Z,2024-09-01 23:41:27.836757+00:00,14451.836757,Scala,22.0,969,731,0.7543859649122807
resume.github.com,resume,61815,2011-02-06T13:39:55Z,428234492.836757,84,0,2024-09-01T17:30:30Z,2024-09-01 23:41:27.836757+00:00,22257.836757,JavaScript,2.0,119,64,0.5378151260504201
manim,3b1b,61668,2015-03-22T18:50:58Z,298183829.836757,575,10,2024-09-01T23:07:30Z,2024-09-01 23:41:27.836757+00:00,2037.836757,Python,1.0,1133,723,0.6381288614298323
keras,keras-team,61532,2015-03-28T00:35:42Z,297731145.836757,3593,70,2024-09-01T22:58:36Z,2024-09-01 23:41:27.836757+00:00,2571.836757,Python,1.0,12081,11856,0.981375713930966
superset,apache,61504,2015-07-21T18:55:34Z,287729153.836757,13053,205,2024-09-01T22:58:57Z,2024-09-01 23:41:27.836757+00:00,2550.836757,TypeScript,0.0,10582,9961,0.9413154413154413
Ventoy,ventoy,61444,2020-03-10T15:19:19Z,141380528.836757,279,97,2024-09-01T23:20:36Z,2024-09-01 23:41:27.836757+00:00,1251.836757,C,4.0,2233,1545,0.6918943125839677
generative-ai-for-beginners,microsoft,61443,2023-06-19T16:28:59Z,38041948.836757,252,0,2024-09-01T23:29:13Z,2024-09-01 23:41:27.836757+00:00,734.836757,Jupyter Notebook,15.0,108,100,0.9259259259259259
d2l-zh,d2l-ai,60931,2017-08-23T04:40:24Z,221770863.836757,1020,16,2024-09-01T17:08:29Z,2024-09-01 23:41:27.836757+00:00,23578.836757,Python,1.0,0,0,
socket.io,socketio,60840,2010-03-11T18:24:48Z,456902199.836757,429,63,2024-09-01T22:51:40Z,2024-09-01 23:41:27.836757+00:00,2987.836757,TypeScript,0.0,3534,3352,0.9485002829654782
Best-websites-a-programmer-should-visit,sdmg15,60771,2017-03-05T20:25:17Z,236488570.836757,413,0,2024-09-01T23:22:10Z,2024-09-01 23:41:27.836757+00:00,1157.836757,,,152,96,0.631578947368421
redux,reduxjs,60765,2015-05-29T23:53:15Z,292290492.836757,1686,78,2024-09-01T17:26:35Z,2024-09-01 23:41:27.836757+00:00,22492.836757,TypeScript,0.0,2048,2012,0.982421875
tesseract,tesseract-ocr,60644,2014-08-12T18:04:59Z,317367388.836757,1381,32,2024-09-01T20:47:49Z,2024-09-01 23:41:27.836757+00:00,10418.836757,C++,3.0,2635,2236,0.8485768500948767
nocode,kelseyhightower,60320,2018-02-06T23:54:00Z,207272847.836757,1,1,2024-09-01T22:58:02Z,2024-09-01 23:41:27.836757+00:00,2605.836757,Dockerfile,12.0,4669,670,0.14349967873206254
atom,atom,60122,2012-01-20T18:18:21Z,398150586.836757,3937,538,2024-09-01T09:56:23Z,2024-09-01 23:41:27.836757+00:00,49504.836757,JavaScript,2.0,17112,16149,0.9437237026647967
echarts,apache,60048,2013-04-03T03:18:59Z,360274948.836757,1310,116,2024-09-01T20:57:48Z,2024-09-01 23:41:27.836757+00:00,9819.836757,TypeScript,0.0,18374,16285,0.886306737781648
awesome-public-datasets,awesomedata,59931,2014-11-20T06:20:50Z,308769637.836757,188,1,2024-09-01T22:46:05Z,2024-09-01 23:41:27.836757+00:00,3322.836757,,,113,47,0.415929203539823
gpt4free,xtekky,59824,2023-03-29T17:00:43Z,45124844.836757,556,145,2024-09-01T20:55:02Z,2024-09-01 23:41:27.836757+00:00,9985.836757,Python,1.0,1313,1297,0.9878141660319878
architect-awesome,xingshaocheng,59637,2018-04-06T13:30:58Z,202212629.836757,49,0,2024-09-01T14:44:43Z,2024-09-01 23:41:27.836757+00:00,32204.836757,,,71,22,0.30985915492957744
markdown-here,adam-p,59606,2012-05-13T03:27:22Z,388354445.836757,20,11,2024-09-01T21:39:45Z,2024-09-01 23:41:27.836757+00:00,7302.836757,JavaScript,2.0,617,311,0.5040518638573744
lodash,lodash,59548,2012-04-07T04:11:46Z,391462181.836757,580,2,2024-09-01T20:55:22Z,2024-09-01 23:41:27.836757+00:00,9965.836757,JavaScript,2.0,4265,4203,0.9854630715123095
PayloadsAllTheThings,swisskyrepo,59544,2016-10-18T07:29:07Z,248458340.836757,518,3,2024-09-01T22:32:56Z,2024-09-01 23:41:27.836757+00:00,4111.836757,Python,1.0,0,0,
Front-end-Developer-Interview-Questions,h5bp,59471,2012-02-09T23:34:10Z,396403637.836757,484,0,2024-09-01T17:39:18Z,2024-09-01 23:41:27.836757+00:00,21729.836757,Nunjucks,23.0,176,142,0.8068181818181818
scikit-learn,scikit-learn,59307,2010-08-17T09:43:38Z,443195869.836757,12332,42,2024-09-01T17:12:09Z,2024-09-01 23:41:27.836757+00:00,23358.836757,Python,1.0,11100,9540,0.8594594594594595
imgui,ocornut,59202,2014-07-21T14:29:47Z,319281100.836757,362,100,2024-09-01T22:11:23Z,2024-09-01 23:41:27.836757+00:00,5404.836757,C++,3.0,5876,4957,0.8436010891763104
jquery,jquery,59124,2009-04-03T15:20:14Z,486462073.836757,747,10,2024-09-01T21:48:16Z,2024-09-01 23:41:27.836757+00:00,6791.836757,JavaScript,2.0,2328,2252,0.9673539518900344
angular.js,angular,58859,2010-01-06T00:34:37Z,462496010.836757,790,0,2024-09-01T18:33:00Z,2024-09-01 23:41:27.836757+00:00,18507.836757,JavaScript,2.0,9037,8646,0.9567334292353658
obs-studio,obsproject,58551,2013-10-01T02:40:31Z,344638856.836757,4806,208,2024-09-01T23:26:18Z,2024-09-01 23:41:27.836757+00:00,909.836757,C,4.0,4002,3471,0.8673163418290855
Java,TheAlgorithms,58406,2016-07-16T10:21:02Z,256569625.836757,1459,0,2024-09-01T23:30:55Z,2024-09-01 23:41:27.836757+00:00,632.836757,Java,7.0,995,992,0.9969849246231156
awesome-cpp,fffaraz,58400,2014-07-17T08:51:11Z,319647016.836757,708,0,2024-09-01T23:26:35Z,2024-09-01 23:41:27.836757+00:00,892.836757,,,574,231,0.4024390243902439
openai-cookbook,openai,58345,2022-03-11T02:08:53Z,78269554.836757,572,0,2024-09-01T20:42:56Z,2024-09-01 23:41:27.836757+00:00,10711.836757,MDX,24.0,443,410,0.9255079006772009
shadowsocks-windows,shadowsocks,58250,2013-01-14T07:54:16Z,367084031.836757,278,55,2024-09-01T22:52:42Z,2024-09-01 23:41:27.836757+00:00,2925.836757,C#,11.0,2908,2738,0.9415405777166438
fuel-core,FuelLabs,58201,2020-08-27T21:12:14Z,126671353.836757,1074,95,2024-09-01T20:39:14Z,2024-09-01 23:41:27.836757+00:00,10933.836757,Rust,13.0,811,646,0.7965474722564735
design-resources-for-developers,bradtraversy,58069,2020-05-06T14:40:35Z,136458052.836757,910,0,2024-09-01T23:03:53Z,2024-09-01 23:41:27.836757+00:00,2254.836757,,,93,93,1.0
tabby,Eugeny,58039,2016-12-23T09:06:10Z,242750117.836757,1458,187,2024-09-01T19:15:19Z,2024-09-01 23:41:27.836757+00:00,15968.836757,TypeScript,0.0,5089,3148,0.6185891137748084
awesome-scalability,binhnguyennus,57911,2017-12-27T03:46:40Z,210887687.836757,34,0,2024-09-01T23:40:47Z,2024-09-01 23:41:27.836757+00:00,40.836757,,,0,0,
awesome-nodejs,sindresorhus,57686,2014-07-11T13:35:34Z,320148353.836757,410,0,2024-09-01T21:14:22Z,2024-09-01 23:41:27.836757+00:00,8825.836757,,,102,100,0.9803921568627451
Apollo-11,chrislgarry,57487,2014-04-03T15:45:02Z,328694185.836757,327,0,2024-09-01T21:50:13Z,2024-09-01 23:41:27.836757+00:00,6674.836757,Assembly,25.0,381,321,0.84251968503937
sherlock,sherlock-project,56846,2018-12-24T14:30:48Z,179572239.836757,612,1,2024-09-01T23:34:05Z,2024-09-01 23:41:27.836757+00:00,442.836757,Python,1.0,967,880,0.9100310237849017
caddy,caddyserver,56720,2015-01-13T19:45:03Z,304055784.836757,1944,119,2024-09-01T22:48:12Z,2024-09-01 23:41:27.836757+00:00,3195.836757,Go,8.0,3966,3856,0.9722642460917801
SecLists,danielmiessler,56627,2012-02-19T01:30:18Z,395619069.836757,605,25,2024-09-01T21:14:54Z,2024-09-01 23:41:27.836757+00:00,8793.836757,PHP,19.0,262,242,0.9236641221374046
html5-boilerplate,h5bp,56363,2010-01-24T18:03:24Z,460877883.836757,764,34,2024-09-01T20:29:16Z,2024-09-01 23:41:27.836757+00:00,11531.836757,JavaScript,2.0,1347,1341,0.9955456570155902
awesome-courses,prakhar1989,56315,2014-11-15T18:36:49Z,309157478.836757,194,0,2024-09-01T23:37:28Z,2024-09-01 23:41:27.836757+00:00,239.836757,,,77,39,0.5064935064935064
spring-framework,spring-projects,56099,2010-12-08T04:04:45Z,433453002.836757,839,310,2024-09-01T23:26:42Z,2024-09-01 23:41:27.836757+00:00,885.836757,Java,7.0,25762,25498,0.9897523484201537
screenshot-to-code,abi,55866,2023-11-14T17:53:32Z,25249675.836757,42,0,2024-09-01T23:36:33Z,2024-09-01 23:41:27.836757+00:00,294.836757,Python,1.0,287,238,0.8292682926829268
rails,rails,55527,2008-04-11T02:19:47Z,517353700.836757,23759,126,2024-09-01T20:58:02Z,2024-09-01 23:41:27.836757+00:00,9805.836757,Ruby,26.0,17514,16994,0.9703094667123444
alacritty,alacritty,55409,2016-02-18T05:02:30Z,269462337.836757,1790,93,2024-09-01T23:03:32Z,2024-09-01 23:41:27.836757+00:00,2275.836757,Rust,13.0,5759,5435,0.9437402326792846
llama,meta-llama,55310,2023-02-14T09:29:12Z,48867135.836757,54,0,2024-09-01T20:37:55Z,2024-09-01 23:41:27.836757+00:00,11012.836757,Python,1.0,954,625,0.6551362683438156
docusaurus,facebook,55234,2017-06-20T16:13:53Z,227258854.836757,5169,144,2024-09-01T20:45:28Z,2024-09-01 23:41:27.836757+00:00,10559.836757,TypeScript,0.0,3077,2810,0.913227169320767
gatsby,gatsbyjs,55193,2015-05-21T22:43:05Z,292985902.836757,18099,134,2024-09-01T20:01:01Z,2024-09-01 23:41:27.836757+00:00,13226.836757,JavaScript,2.0,14057,13873,0.9869104360816675
cs-self-learning,PKUFlyingPig,55174,2021-10-20T13:43:42Z,90496665.836757,250,4,2024-09-01T19:18:19Z,2024-09-01 23:41:27.836757+00:00,15788.836757,HTML,10.0,179,90,0.5027932960893855
uptime-kuma,louislam,55172,2021-07-03T01:02:42Z,99959925.836757,1132,104,2024-09-01T22:54:52Z,2024-09-01 23:41:27.836757+00:00,2795.836757,JavaScript,2.0,3496,2897,0.8286613272311213
prometheus,prometheus,54640,2012-11-24T11:14:12Z,371478435.836757,6382,310,2024-09-01T18:21:53Z,2024-09-01 23:41:27.836757+00:00,19174.836757,Go,8.0,5703,5038,0.8833947045414694
leetcode,azl397985856,54362,2018-03-30T09:13:51Z,202832856.836757,257,40,2024-09-01T17:54:55Z,2024-09-01 23:41:27.836757+00:00,20792.836757,JavaScript,2.0,254,247,0.9724409448818898
DeepLearning-500-questions,scutan90,54130,2018-06-27T06:36:45Z,195152682.836757,302,0,2024-09-01T15:11:58Z,2024-09-01 23:41:27.836757+00:00,30569.836757,JavaScript,2.0,188,81,0.4308510638297872
element,ElemeFE,54088,2016-09-03T06:19:26Z,252350521.836757,3231,145,2024-09-01T16:06:03Z,2024-09-01 23:41:27.836757+00:00,27324.836757,Vue,16.0,17745,15236,0.8586080586080586
new-pac,Alvin9999,54061,2016-03-23T08:43:36Z,266511471.836757,0,0,2024-09-01T21:17:50Z,2024-09-01 23:41:27.836757+00:00,8617.836757,,,1612,1221,0.7574441687344913
AppFlowy,AppFlowy-IO,53986,2021-06-16T12:56:48Z,101385879.836757,2875,81,2024-09-01T23:42:39Z,2024-09-01 23:41:27.836757+00:00,-71.163243,Dart,6.0,2725,1858,0.6818348623853211
nuxt,nuxt,53902,2016-10-26T11:18:47Z,247753360.836757,5273,224,2024-09-01T21:23:06Z,2024-09-01 23:41:27.836757+00:00,8301.836757,TypeScript,0.0,15116,14327,0.9478036517597248
localstack,localstack,53608,2016-10-25T23:48:03Z,247794804.836757,5214,78,2024-09-01T21:51:17Z,2024-09-01 23:41:27.836757+00:00,6610.836757,Python,1.0,5552,5251,0.9457853025936599
nerd-fonts,ryanoasis,53584,2014-12-05T04:31:17Z,307480210.836757,487,36,2024-09-01T23:34:04Z,2024-09-01 23:41:27.836757+00:00,443.836757,CSS,18.0,984,956,0.9715447154471545
act,nektos,53575,2019-01-02T19:53:43Z,178775264.836757,940,74,2024-09-01T22:54:38Z,2024-09-01 23:41:27.836757+00:00,2809.836757,Go,8.0,1121,941,0.83942908117752
private-gpt,zylon-ai,53461,2023-05-02T09:15:31Z,42215156.836757,218,10,2024-09-01T22:31:40Z,2024-09-01 23:41:27.836757+00:00,4187.836757,Python,1.0,1156,946,0.8183391003460208
annotated_deep_learning_paper_implementations,labmlai,53369,2020-08-25T02:29:34Z,126911513.836757,102,0,2024-09-01T20:37:04Z,2024-09-01 23:41:27.836757+00:00,11063.836757,Python,1.0,131,104,0.7938931297709924
awesome-flutter,Solido,52824,2017-05-07T11:45:27Z,231076560.836757,441,0,2024-09-01T22:28:54Z,2024-09-01 23:41:27.836757+00:00,4353.836757,Dart,6.0,0,0,
face_recognition,ageitgey,52763,2017-03-03T21:52:39Z,236656128.836757,94,2,2024-09-01T21:08:49Z,2024-09-01 23:41:27.836757+00:00,9158.836757,Python,1.0,1336,587,0.4393712574850299
react-router,remix-run,52724,2014-05-16T22:22:51Z,324955116.836757,2321,277,2024-09-01T20:05:05Z,2024-09-01 23:41:27.836757+00:00,12982.836757,TypeScript,0.0,7446,7367,0.9893902766586087
rustlings,rust-lang,52399,2015-09-15T02:25:18Z,282950169.836757,890,44,2024-09-01T22:16:58Z,2024-09-01 23:41:27.836757+00:00,5069.836757,Rust,13.0,652,630,0.9662576687116564
normalize.css,necolas,52289,2011-05-04T10:20:25Z,420729662.836757,56,0,2024-09-01T17:59:25Z,2024-09-01 23:41:27.836757+00:00,20522.836757,CSS,18.0,507,461,0.9092702169625246
scrapy,scrapy,52248,2010-02-22T02:01:14Z,458430013.836757,2171,38,2024-09-01T23:32:39Z,2024-09-01 23:41:27.836757+00:00,528.836757,Python,1.0,3009,2561,0.8511133266866069
ChatGPT,lencx,52102,2022-12-07T09:43:02Z,54827905.836757,123,34,2024-09-01T22:31:53Z,2024-09-01 23:41:27.836757+00:00,4174.836757,Rust,13.0,1036,340,0.3281853281853282
awesome-chatgpt-prompts-zh,PlexPt,52007,2022-12-12T01:55:03Z,54423984.836757,33,0,2024-09-01T18:21:31Z,2024-09-01 23:41:27.836757+00:00,19196.836757,,,93,55,0.5913978494623656
Real-Time-Voice-Cloning,CorentinJ,52000,2019-05-26T08:56:15Z,166373112.836757,48,0,2024-09-01T22:03:17Z,2024-09-01 23:41:27.836757+00:00,5890.836757,Python,1.0,1077,887,0.8235840297121634
requests,psf,51930,2011-02-13T18:38:17Z,427611790.836757,1553,12,2024-09-01T17:52:31Z,2024-09-01 23:41:27.836757+00:00,20936.836757,Python,1.0,3962,3785,0.9553255931347804
open-interpreter,OpenInterpreter,51868,2023-07-14T07:10:44Z,35915443.836757,340,42,2024-09-01T23:39:13Z,2024-09-01 23:41:27.836757+00:00,134.836757,Python,1.0,918,742,0.8082788671023965
gpt-engineer,gpt-engineer-org,51854,2023-04-29T12:52:15Z,42461352.836757,342,20,2024-09-01T21:34:36Z,2024-09-01 23:41:27.836757+00:00,7611.836757,Python,1.0,474,465,0.9810126582278481
git,git,51659,2008-07-23T14:21:26Z,508411201.836757,3,0,2024-09-01T23:15:38Z,2024-09-01 23:41:27.836757+00:00,1549.836757,C,4.0,0,0,
Semantic-UI,Semantic-Org,51093,2013-04-08T23:32:04Z,359770163.836757,356,154,2024-09-01T22:10:49Z,2024-09-01 23:41:27.836757+00:00,5438.836757,JavaScript,2.0,6226,5262,0.8451654352714424
ionic-framework,ionic-team,50853,2013-08-20T23:06:02Z,348194125.836757,5882,878,2024-09-01T22:59:06Z,2024-09-01 23:41:27.836757+00:00,2541.836757,TypeScript,0.0,21737,21318,0.9807241109628744
material-design-icons,google,50373,2014-10-08T18:01:28Z,312442799.836757,47,16,2024-09-01T21:29:04Z,2024-09-01 23:41:27.836757+00:00,7943.836757,,,1428,1113,0.7794117647058824
faceswap,deepfakes,50317,2017-12-19T09:44:13Z,211557434.836757,357,4,2024-09-01T21:45:38Z,2024-09-01 23:41:27.836757+00:00,6949.836757,Python,1.0,857,837,0.9766627771295215
ghidra,NationalSecurityAgency,50302,2019-03-01T03:27:48Z,173823219.836757,446,38,2024-09-01T23:09:15Z,2024-09-01 23:41:27.836757+00:00,1932.836757,Java,7.0,4782,3419,0.7149728147218737
tldr,tldr-pages,50252,2013-12-08T07:34:43Z,338746004.836757,10936,5,2024-09-01T21:48:01Z,2024-09-01 23:41:27.836757+00:00,6806.836757,Markdown,9.0,1301,1140,0.8762490392006149
leetcode-master,youngyangyang04,50174,2019-12-14T12:05:42Z,148908945.836757,2163,0,2024-09-01T23:12:35Z,2024-09-01 23:41:27.836757+00:00,1732.836757,Shell,5.0,233,61,0.26180257510729615
awesome-android-ui,wasabeef,50160,2014-12-24T01:45:03Z,305848584.836757,90,0,2024-09-01T22:28:56Z,2024-09-01 23:41:27.836757+00:00,4351.836757,,,105,92,0.8761904761904762
lazygit,jesseduffield,50013,2018-05-19T00:53:06Z,198542901.836757,1372,152,2024-09-01T19:20:27Z,2024-09-01 23:41:27.836757+00:00,15660.836757,Go,8.0,1903,1246,0.6547556489753021
guava,google,49959,2014-05-29T16:23:17Z,323853490.836757,644,46,2024-09-01T21:30:33Z,2024-09-01 23:41:27.836757+00:00,7854.836757,Java,7.0,3571,2933,0.8213385606272753
traefik,traefik,49908,2015-09-13T19:04:02Z,283063045.836757,4236,428,2024-09-01T20:15:42Z,2024-09-01 23:41:27.836757+00:00,12345.836757,Go,8.0,5969,5344,0.895292343776177
you-get,soimort,49868,2012-08-20T15:53:36Z,379756071.836757,580,122,2024-09-01T21:17:33Z,2024-09-01 23:41:27.836757+00:00,8634.836757,Python,1.0,0,0,
anime,juliangarnier,49535,2016-03-13T21:37:45Z,267329022.836757,72,15,2024-09-01T19:56:15Z,2024-09-01 23:41:27.836757+00:00,13512.836757,JavaScript,2.0,716,508,0.7094972067039106
yolov5,ultralytics,49397,2020-05-18T03:45:11Z,135460576.836757,2137,10,2024-09-01T17:34:55Z,2024-09-01 23:41:27.836757+00:00,21992.836757,Python,1.0,9218,9131,0.9905619440225646
grok-1,xai-org,49394,2024-03-17T08:53:38Z,14568469.836757,5,0,2024-09-01T17:51:32Z,2024-09-01 23:41:27.836757+00:00,20995.836757,Python,1.0,208,137,0.6586538461538461
drawio-desktop,jgraph,49388,2017-05-25T20:58:42Z,229488165.836757,20,142,2024-09-01T21:01:54Z,2024-09-01 23:41:27.836757+00:00,9573.836757,JavaScript,2.0,1449,1340,0.9247757073844031
openpilot,commaai,49143,2016-11-24T01:33:30Z,245282877.836757,10107,55,2024-09-01T19:11:21Z,2024-09-01 23:41:27.836757+00:00,16206.836757,Python,1.0,2727,2598,0.9526952695269527
bulma,jgthms,49110,2016-01-23T23:48:34Z,271641173.836757,630,20,2024-09-01T22:03:49Z,2024-09-01 23:41:27.836757+00:00,5858.836757,CSS,18.0,2639,2358,0.8935202728306176
ComfyUI,comfyanonymous,49001,2023-01-17T03:15:56Z,51308731.836757,473,14,2024-09-01T23:32:52Z,2024-09-01 23:41:27.836757+00:00,515.836757,Python,1.0,3000,1340,0.44666666666666666
prettier,prettier,48999,2016-11-29T17:13:37Z,244794470.836757,8168,117,2024-09-01T22:19:33Z,2024-09-01 23:41:27.836757+00:00,4914.836757,JavaScript,2.0,6623,5495,0.8296844330363884
jekyll,jekyll,48880,2008-10-20T06:29:03Z,500749944.836757,3136,109,2024-09-01T22:23:23Z,2024-09-01 23:41:27.836757+00:00,4684.836757,Ruby,26.0,4825,4717,0.9776165803108808
rich,Textualize,48761,2019-11-10T15:28:09Z,151834398.836757,785,162,2024-09-01T21:43:41Z,2024-09-01 23:41:27.836757+00:00,7066.836757,Python,1.0,1297,1140,0.8789514263685428
kotlin,JetBrains,48719,2012-02-13T17:29:58Z,396079889.836757,2059,235,2024-09-01T22:39:10Z,2024-09-01 23:41:27.836757+00:00,3737.836757,Kotlin,27.0,0,0,
bat,sharkdp,48513,2018-04-21T10:52:23Z,200926144.836757,1315,40,2024-09-01T22:55:23Z,2024-09-01 23:41:27.836757+00:00,2764.836757,Rust,13.0,1402,1117,0.796718972895863
pi-hole,pi-hole,48331,2014-06-08T15:02:55Z,322994312.836757,1882,106,2024-09-01T21:52:57Z,2024-09-01 23:41:27.836757+00:00,6510.836757,Shell,5.0,2834,2804,0.9894142554693014
mkcert,FiloSottile,48229,2018-06-25T05:33:03Z,195329304.836757,53,14,2024-09-01T23:33:49Z,2024-09-01 23:41:27.836757+00:00,458.836757,Go,8.0,338,239,0.7071005917159763
project-layout,golang-standards,48170,2017-09-09T16:33:26Z,220259281.836757,85,0,2024-09-01T19:14:31Z,2024-09-01 23:41:27.836757+00:00,16016.836757,Makefile,28.0,109,44,0.4036697247706422
DefinitelyTyped,DefinitelyTyped,48122,2012-10-05T16:39:45Z,375778902.836757,49908,1,2024-09-01T20:47:47Z,2024-09-01 23:41:27.836757+00:00,10420.836757,TypeScript,0.0,8038,7486,0.9313262005473999
moment,moment,47947,2011-03-01T02:46:06Z,426286521.836757,714,0,2024-09-01T18:35:54Z,2024-09-01 23:41:27.836757+00:00,18333.836757,JavaScript,2.0,4121,3900,0.9463722397476341
RxJava,ReactiveX,47830,2013-01-08T20:11:48Z,367558179.836757,3244,234,2024-09-01T19:38:12Z,2024-09-01 23:41:27.836757+00:00,14595.836757,Java,7.0,3157,3147,0.9968324358568261
pdf.js,mozilla,47791,2011-04-26T06:32:03Z,421434564.836757,7394,65,2024-09-01T22:06:08Z,2024-09-01 23:41:27.836757+00:00,5719.836757,JavaScript,2.0,9798,9415,0.9609103898754848
chinese-poetry,chinese-poetry,47755,2016-09-02T03:32:25Z,252446942.836757,135,1,2024-09-01T18:41:01Z,2024-09-01 23:41:27.836757+00:00,18026.836757,JavaScript,2.0,203,92,0.45320197044334976
